100;0,006091
200;0,039508
300;0,115092
400;0,249908
500;0,474626
600;0,758704
700;1,073150
800;1,522402
900;2,052615
1000;2,841841
1100;3,788366
1200;5,087704
1300;6,207339
1400;7,502334
1500;9,040476
1600;10,784241
1700;12,728946
1800;15,147043
1900;17,995869
2000;19,041127
2100;20,300832
2200;23,318244
2300;26,493638
2400;30,052862
2500;34,428980
