10000;0,115269
20000;0,568251
30000;1,410382
40000;2,766489
50000;4,563790
60000;6,408625
70000;8,946964
80000;11,485645
90000;14,216133
100000;17,823063
110000;21,713012
120000;25,619986
130000;30,559159
140000;35,323138
150000;40,605705
160000;46,522107
170000;52,536854
180000;58,822294
190000;65,331916
200000;73,398848
210000;81,654714
220000;88,541732
230000;97,028903
240000;105,138035
250000;117,079133
