200000;0,034510
400000;0,068017
600000;0,100210
800000;0,141600
1000000;0,174560
1200000;0,200424
1400000;0,248897
1600000;0,294872
1800000;0,298055
2000000;0,341166
2200000;0,369788
2400000;0,408066
2600000;0,451283
2800000;0,508541
3000000;0,538108
3200000;0,588710
3400000;0,564351
3600000;0,617846
3800000;0,643570
4000000;0,682439
4200000;0,726957
4400000;0,803672
4600000;0,855087
4800000;0,889209
5000000;0,994014
