100;0,003636
200;0,029213
300;0,087629
400;0,208940
500;0,405743
600;0,727683
700;1,139362
800;1,727847
900;2,417224
1000;3,263445
1100;4,394277
1200;5,971727
1300;7,215023
1400;8,951136
1500;11,354915
1600;13,511798
1700;16,461027
1800;19,033029
1900;22,634596
2000;26,498093
2100;30,885316
2200;35,533558
2300;39,967702
2400;45,807812
2500;51,311727
