3;0,000000
4;0,000000
5;0,000000
6;0,000001
7;0,000001
8;0,000001
9;0,000003
10;0,000004
11;0,000008
12;0,000016
13;0,000032
14;0,000065
15;0,000124
16;0,000247
17;0,000491
18;0,001020
19;0,002000
20;0,004491
21;0,008768
22;0,018109
23;0,033953
24;0,063772
25;0,127854
26;0,253505
27;0,528527
28;1,041973
29;2,032953
30;4,093065
31;8,206680
32;16,520366
